"week","temp","spec.hum","rh","dew_point","atmos_pres"
1,26.1246903862088,0.0156910993053119,74.6550429999959,20.7029927398101,1011.06220259922
2,26.0452357156366,0.0156807479454862,74.8675553141522,20.7012700410611,1011.4616005944
3,25.9866302744254,0.0155696729372422,74.6525211079912,20.5701566890264,1011.8638243359
4,26.0111156793844,0.015695600803548,75.0492517237234,20.698206899148,1011.74352096785
5,26.1639551196748,0.0157613475131406,74.7660725679869,20.7654023807753,1011.42438754539
6,25.9578271262403,0.0157684060837781,75.563110790868,20.7788249535293,1011.47390596475
7,25.777804667749,0.0156740095751657,75.8167225644713,20.6764506007721,1012.20798843266
8,25.8479856280271,0.0158982386965907,76.505718741835,20.9350099124976,1011.7344442507
9,25.7626181819717,0.0158584154158752,76.6881485257509,20.8740154121998,1012.03585432816
10,25.9352309207517,0.0159069169793618,76.1576693074542,20.9227037749654,1011.91449816914
11,25.7264377935869,0.0158244422764443,76.6225110188351,20.8340454964357,1011.90309545357
12,25.4711170020501,0.0157764131079349,77.358231709982,20.7871053065952,1012.12897421867
13,25.1614820516137,0.0154641432251903,76.995070682877,20.4085948202448,1013.05870038522
14,25.3097559843618,0.015528208740783,76.7008209310362,20.4791983249096,1012.41292872118
15,25.0525844415373,0.0153401112572977,76.7791363439822,20.2414796407454,1013.02277059711
16,24.5381036955884,0.0149147189013839,76.6823259896967,19.7128317342624,1013.80014641122
17,24.3739626571153,0.0146230471720844,75.8922780922017,19.3535883562573,1014.01032993264
18,24.1080357973717,0.0142566884106176,75.1777474701586,18.9057800675828,1014.5157885608
19,23.6777875362961,0.0138917120068146,74.8655988596586,18.4204751768913,1014.38631717634
20,23.3184607687037,0.0138722217347275,76.3442025190636,18.4302907856137,1014.56552931764
21,23.0847967436089,0.0136157157496067,75.8662503360011,18.0647160603157,1015.21296289644
22,22.7538101020241,0.0131947675079398,74.9051948648326,17.4856116250211,1015.35324017571
23,22.5599116816711,0.0129639442449112,74.6038669490054,17.2148452070128,1015.97261295762
24,22.790826989342,0.0128322532392411,73.2799372573609,17.1075449123407,1016.34285540007
25,22.3079958589362,0.0123759524029572,72.7980821898218,16.4992484196211,1017.48118139937
26,22.5189951716296,0.012229674688676,71.4439434820677,16.321048234249,1016.48258673523
27,22.1791551935214,0.0118453273403251,70.2503680968631,15.6871734346053,1016.80596594385
28,22.0463951549091,0.0115837615906042,69.4334581875207,15.306113788812,1016.92588586053
29,21.8552742221773,0.0112820467349389,68.2868352783159,14.7862944850164,1017.28572479765
30,22.428852483791,0.0113466067266275,67.0851746294766,15.0177638929308,1017.45005803718
31,22.6634438006954,0.0112973230578436,66.1653144935666,14.9630244180407,1017.15539911861
32,23.0194268715824,0.0112703064705862,64.7268011640509,14.8759671035709,1017.25024340067
33,23.4322704466096,0.0115882579543735,65.0312957225287,15.3511116576314,1015.9691497463
34,23.4505607135176,0.0115582449944032,64.7072718472908,15.2803369305055,1016.31979083661
35,23.9476934279734,0.011679634951643,63.8221010632278,15.4481916261661,1015.61353315381
36,24.0329656735819,0.0117343149758396,63.8831410694792,15.5003467151438,1015.61931664483
37,24.9755440290387,0.0119901855456339,62.2991971630535,15.8792387317396,1014.65475768223
38,25.1656677488162,0.0123880582125139,63.3796891296189,16.455091490877,1014.0967632654
39,24.7345163348282,0.0126157657209789,65.6267990766585,16.7959442713384,1014.23450759763
40,25.3773299291037,0.0131168834266172,66.0762454661629,17.501517103549,1012.71586004244
41,25.7077961276344,0.0132795479696418,65.8311282747498,17.7016644367567,1012.83313440937
42,25.7919121879129,0.0135942533782796,66.8423619687899,18.1347864819815,1012.58283274477
43,25.5358448453798,0.0138070025149111,68.495169396423,18.413673844537,1012.11884979791
44,25.6556177336925,0.0140686293675544,69.1335471086774,18.7480058833174,1011.75890829435
45,25.3511939493162,0.0142157173913677,70.8995330691223,18.9355971053843,1011.47513507445
46,25.6389569243091,0.0144033794777537,70.6210746110105,19.146599040455,1010.74563426662
47,25.614792285266,0.0145039425834161,71.1454065514493,19.2793783286421,1011.30157086974
48,25.601247885601,0.0148068792055161,72.6217135592545,19.6779895624745,1011.31971612395
49,25.8041430855289,0.0150282420272301,72.7920400567738,19.9053384764072,1010.6561380184
50,25.6835153888707,0.015034942803654,73.3160357466404,19.9478114359237,1011.59853680512
51,26.0027245733771,0.0152096245466242,72.9706904374856,20.1725955153604,1011.50801637428
52,26.0479296427393,0.0154035464413521,73.6355833090443,20.3796314293818,1011.27916221479
53,26.1653509935791,0.0153972628711812,72.9267809000725,20.3386933530077,1011.07425919385
