"week","temp","spec.hum","rh","dew_point","atmos_pres"
1,5.04543254575336,0.00479941379807648,86.537707560654,2.9067158599124,1011.31389983727
2,5.13821656287837,0.00479798671365238,86.5170108695749,2.98964058871833,1012.89803174856
3,4.91903291856756,0.0047399317037592,86.6799061990604,2.79045019040957,1012.35345998101
4,4.71614136687119,0.00464318253024958,86.1686339118539,2.50180677633397,1012.70504806741
5,5.09146751338301,0.00474375873707467,85.1556319554723,2.69568443656343,1011.82370139449
6,4.58839946826073,0.00450774023975683,84.6015907942677,2.09649138123966,1011.74462378603
7,5.03239782179385,0.00462162926382555,84.5634068282011,2.51665078676867,1013.93696652102
8,5.04962317901489,0.00460954315784107,83.2085114095405,2.28880231560086,1014.4269635486
9,4.61144805581316,0.00437775225295602,81.905481728532,1.6066883718587,1011.00788042576
10,5.96733756294473,0.00480880443271268,82.4038609424075,3.01670400116403,1011.60366136665
11,6.57766468249724,0.00498882603037338,81.9817456427304,3.51923445080043,1016.37569877181
12,6.47538398394421,0.00487825683345974,80.7599997191242,3.17368450916793,1014.61533884548
13,7.04918593143766,0.00498842280176512,79.820016290395,3.52151480264712,1013.36093682295
14,7.49505056343997,0.00505352061040676,78.3956094377413,3.68429921931308,1014.87602256571
15,7.74117164344676,0.0051239871511091,78.5335312453757,3.94674281766271,1014.392388216
16,8.90005808015837,0.00529007409954502,75.3136227711489,4.37982092369937,1015.74962445885
17,9.309742643662,0.00572374761248007,78.89400453563,5.53112307519962,1012.95270273916
18,9.52421513475378,0.00572055711909009,77.9340770740974,5.55299985617815,1012.25271783654
19,10.7925055841912,0.00619369004492599,77.1425913074581,6.61203094707852,1015.58848478059
20,10.8606657642676,0.00633061988162518,78.342258040211,6.95283606361739,1014.9316147948
21,12.0131150360499,0.00675951956388072,77.7337000057204,7.93812330457528,1014.31997100291
22,12.7177670001887,0.00723390589397755,79.203616682031,8.91481255095841,1017.03537820971
23,13.0354453006739,0.00738092506305888,79.179227014404,9.2333007747595,1014.89946947868
24,13.4285384598135,0.00764142518482546,79.7932041672428,9.76904221544905,1014.63798543224
25,14.3492401968154,0.00803088897486599,79.1002845361054,10.5030905508341,1014.66016183191
26,14.979070673723,0.00826833968593551,78.4020356263692,10.9236218867479,1015.80740164506
27,14.9116821287576,0.00836949693432031,79.7604409255123,11.1610710463236,1012.7574189108
28,14.8472147039163,0.00836037713732061,79.8887059778534,11.1369040701366,1014.278578674
29,15.8278389099134,0.00875127331520537,78.7463726877241,11.7998764945531,1015.01656475592
30,16.0553002340405,0.00905272192311726,80.0126345134642,12.315347294085,1013.67648169122
31,16.0112374362696,0.00911923835089098,80.7945651911926,12.4508811905724,1013.24153467806
32,15.7131124659088,0.00895729847600689,80.6802503260551,12.1349551095321,1014.40928686335
33,15.6139926462566,0.00900323489201081,81.5543455211444,12.2333201898306,1011.47802424116
34,15.0701259863551,0.00869718357541898,81.5344063640937,11.7116938661115,1012.64128580607
35,14.5143920933953,0.00831450859203039,80.7927839391151,11.0357184899503,1015.47112407164
36,14.4236852054427,0.00833922686166752,81.3483458275478,11.044060425615,1016.55651934138
37,13.5005893508891,0.00790058375538047,81.8296407791587,10.2525906065977,1014.51518580677
38,13.1487130804393,0.00772843185887106,81.8582564931069,9.91341730360456,1015.47448734958
39,12.642479445141,0.00765972464165915,83.6078707453416,9.75061344964876,1015.39745640575
40,11.8275096791917,0.00725926894190452,83.4542247125422,8.9643295847811,1012.32056115638
41,11.1904681669469,0.00705822939413148,84.5676520392833,8.56285133844329,1013.32936804952
42,10.294430168679,0.0067255266317327,85.4337503544049,7.84973230555041,1011.39703586241
43,10.166849631484,0.00673078401594226,85.6984035562821,7.78263314148013,1010.19262914396
44,8.91995181384489,0.00620253123560846,85.756200034378,6.56213473395145,1008.95412004152
45,8.09997848653719,0.00581130581600247,85.526389603972,5.72276560843585,1009.37629762349
46,7.63497389592905,0.00571206850087966,86.4029631507878,5.43009164592133,1011.36450891963
47,6.6939020504884,0.0053864937973551,86.9450832445306,4.58926615591263,1009.87180012964
48,6.22750098623,0.00524179842353213,87.1087582967011,4.16376570573679,1009.3572813443
49,6.04491062976836,0.00515295309935938,86.9070593688535,3.95252530225742,1011.62629764348
50,5.04361602673965,0.00479121661163694,86.4035766542673,2.86378942973466,1013.33128116919
51,5.06865772123957,0.00491033597810495,88.2292633440891,3.20878070510239,1013.74132839241
52,5.43334436080086,0.0050166070786033,87.7762423181144,3.50763795025887,1011.20972032851
53,2.43685140587691,0.00399235889785738,87.219658778184,0.442398879555162,1016.96801499001
